obs,action,reward,next_obs,done
"[0.123, 0.331, 0.19, -1.27, -1.33, -1.442, 0.0, 0.0]",1,-1.3,"[0.125, 0.328, 0.185, -1.29, -1.36, -1.381, 0.0, 0.0]",False
"[0.121, 0.334, 0.195, -1.25, -1.3, -1.502, 0.0, 0.0]",2,-1.33,"[0.123, 0.332, 0.189, -1.27, -1.33, -1.541, 0.0, 0.0]",False
"[0.121, 0.333, 0.195, -1.245, -1.297, -1.503, 0.0, 0.0]",2,-1.33,"[0.123, 0.331, 0.192, -1.26, -1.324, -1.442, 0.0, 0.0]",False
"[0.125, 0.328, 0.185, -1.29, -1.36, -1.381, 0.0, 0.0]",2,-1.35,"[0.127, 0.325, 0.18, -1.31, -1.39, -1.32, 0.0, 0.0]",False
"[0.121, 0.334, 0.195, -1.25, -1.3, -1.5, 0.0, 0.0]",2,-1.36,"[0.123, 0.332, 0.19, -1.27, -1.33, -1.44, 0.0, 0.0]",False
"[0.125, 0.331, 0.187, -1.179, -1.352, -1.385, 0.0, 0.0]",3,-1.38,"[0.127, 0.329, 0.183, -1.197, -1.379, -1.326, 0.0, 0.0]",False
"[0.123, 0.331, 0.192, -1.26, -1.324, -1.442, 0.0, 0.0]",2,-1.38,"[0.125, 0.329, 0.188, -1.275, -1.35, -1.381, 0.0, 0.0]",False
"[0.127, 0.325, 0.18, -1.31, -1.39, -1.32, 0.0, 0.0]",2,-1.4,"[0.129, 0.322, 0.175, -1.33, -1.42, -1.259, 0.0, 0.0]",False
"[0.125, 0.329, 0.188, -1.275, -1.35, -1.381, 0.0, 0.0]",2,-1.43,"[0.127, 0.327, 0.184, -1.29, -1.376, -1.32, 0.0, 0.0]",False
"[0.129, 0.322, 0.175, -1.33, -1.42, -1.259, 0.0, 0.0]",2,-1.45,"[0.131, 0.319, 0.17, -1.35, -1.45, -1.198, 0.0, 0.0]",False
"[0.127, 0.327, 0.184, -1.29, -1.376, -1.32, 0.0, 0.0]",1,-1.48,"[0.129, 0.325, 0.179, -1.305, -1.402, -1.259, 0.0, 0.0]",False
"[0.131, 0.319, 0.17, -1.35, -1.45, -1.198, 0.0, 0.0]",3,-1.5,"[0.133, 0.316, 0.165, -1.37, -1.48, -1.137, 0.0, 0.0]",False
"[0.127, 0.329, 0.183, -1.197, -1.379, -1.326, 0.0, 0.0]",1,-1.51,"[0.129, 0.327, 0.179, -1.216, -1.406, -1.267, 0.0, 0.0]",False
"[0.129, 0.325, 0.179, -1.305, -1.402, -1.259, 0.0, 0.0]",1,-1.53,"[0.131, 0.323, 0.175, -1.32, -1.428, -1.198, 0.0, 0.0]",False
"[0.133, 0.316, 0.165, -1.37, -1.48, -1.137, 0.0, 0.0]",3,-1.55,"[0.135, 0.313, 0.16, -1.39, -1.51, -1.076, 0.0, 0.0]",False
"[0.119, 0.336, 0.2, -1.23, -1.27, -1.563, 0.0, 0.0]",1,-1.58,"[0.121, 0.333, 0.196, -1.25, -1.298, -1.505, 0.0, 0.0]",False
"[0.131, 0.323, 0.175, -1.32, -1.428, -1.198, 0.0, 0.0]",1,-1.58,"[0.133, 0.321, 0.17, -1.335, -1.454, -1.137, 0.0, 0.0]",False
"[0.135, 0.313, 0.16, -1.39, -1.51, -1.076, 0.0, 0.0]",3,-1.6,"[0.137, 0.31, 0.155, -1.41, -1.54, -1.015, 0.0, 0.0]",False
"[0.121, 0.333, 0.196, -1.25, -1.298, -1.505, 0.0, 0.0]",2,-1.62,"[0.123, 0.331, 0.192, -1.27, -1.326, -1.552, 0.0, 0.0]",False
"[0.123, 0.332, 0.19, -1.27, -1.33, -1.44, 0.0, 0.0]",2,-1.63,"[0.125, 0.33, 0.185, -1.29, -1.36, -1.38, 0.0, 0.0]",False
"[0.123, 0.332, 0.189, -1.27, -1.33, -1.541, 0.0, 0.0]",2,-1.63,"[0.125, 0.33, 0.183, -1.29, -1.36, -1.58, 0.0, 0.0]",False
"[0.133, 0.321, 0.17, -1.335, -1.454, -1.137, 0.0, 0.0]",2,-1.63,"[0.135, 0.319, 0.166, -1.35, -1.48, -1.076, 0.0, 0.0]",False
"[0.129, 0.327, 0.179, -1.216, -1.406, -1.267, 0.0, 0.0]",2,-1.64,"[0.131, 0.325, 0.174, -1.235, -1.433, -1.208, 0.0, 0.0]",False
"[0.137, 0.31, 0.155, -1.41, -1.54, -1.015, 0.0, 0.0]",3,-1.65,"[0.139, 0.307, 0.15, -1.43, -1.57, -1.0, 0.0, 0.0]",False
"[0.123, 0.331, 0.192, -1.27, -1.326, -1.552, 0.0, 0.0]",3,-1.66,"[0.125, 0.329, 0.189, -1.29, -1.355, -1.601, 0.0, 0.0]",False
"[0.135, 0.319, 0.166, -1.35, -1.48, -1.076, 0.0, 0.0]",2,-1.68,"[0.137, 0.317, 0.162, -1.365, -1.506, -1.015, 0.0, 0.0]",False
"[0.125, 0.329, 0.189, -1.29, -1.355, -1.601, 0.0, 0.0]",2,-1.7,"[0.127, 0.327, 0.185, -1.31, -1.384, -1.65, 0.0, 0.0]",False
"[0.127, 0.328, 0.177, -1.31, -1.39, -1.619, 0.0, 0.0]",2,-1.73,"[0.129, 0.326, 0.171, -1.33, -1.42, -1.658, 0.0, 0.0]",False
"[0.137, 0.317, 0.162, -1.365, -1.506, -1.015, 0.0, 0.0]",2,-1.73,"[0.139, 0.315, 0.158, -1.38, -1.532, -1.954, 0.0, 0.0]",False
"[0.127, 0.327, 0.185, -1.31, -1.384, -1.65, 0.0, 0.0]",1,-1.74,"[0.129, 0.325, 0.181, -1.33, -1.413, -1.599, 0.0, 0.0]",False
"[0.011, 1.14, -1.564, -1.285, 0.204, -1.587, 0.0, 0.0]",2,-1.2,"[0.004, 1.134, -1.592, -1.252, 0.174, -1.595, 0.0, 0.0]",False
"[0.017, 1.147, -1.537, -1.324, 0.234, -1.572, 0.0, 0.0]",2,-1.2,"[0.012, 1.141, -1.573, -1.288, 0.205, -1.586, 0.0, 0.0]",False
"[0.052, 1.215, -0.277, -0.448, 0.449, -0.519, 0.0, 0.0]",3,-1.2,"[0.049, 1.206, -0.285, -0.431, 0.423, -0.512, 0.0, 0.0]",False
"[0.016, 1.146, -1.528, -1.321, 0.233, -1.573, 0.0, 0.0]",0,-1.3,"[0.011, 1.14, -1.564, -1.285, 0.204, -1.587, 0.0, 0.0]",False
"[0.023, 1.154, -1.505, -1.337, 0.263, -1.557, 0.0, 0.0]",2,-1.3,"[0.017, 1.147, -1.537, -1.324, 0.234, -1.572, 0.0, 0.0]",False
"[0.049, 1.205, -0.319, -0.424, 0.423, -0.524, 0.0, 0.0]",2,-1.3,"[0.045, 1.197, -0.345, -0.402, 0.398, -0.528, 0.0, 0.0]",False
"[0.022, 1.153, -1.496, -1.334, 0.262, -1.558, 0.0, 0.0]",2,-1.4,"[0.016, 1.146, -1.528, -1.321, 0.233, -1.573, 0.0, 0.0]",False
"[0.028, 1.162, -1.467, -1.358, 0.291, -1.541, 0.0, 0.0]",2,-1.4,"[0.023, 1.154, -1.505, -1.337, 0.263, -1.557, 0.0, 0.0]",False
"[0.041, 1.187, -0.376, -0.394, 0.371, -0.526, 0.0, 0.0]",2,-1.4,"[0.037, 1.179, -0.41, -0.389, 0.345, -0.539, 0.0, 0.0]",False
"[0.027, 1.161, -1.458, -1.355, 0.29, -1.542, 0.0, 0.0]",2,-1.5,"[0.022, 1.153, -1.496, -1.334, 0.262, -1.558, 0.0, 0.0]",False
"[0.033, 1.17, -1.441, -1.381, 0.318, -1.54, 0.0, 0.0]",2,-1.5,"[0.028, 1.162, -1.467, -1.358, 0.291, -1.541, 0.0, 0.0]",False
"[0.037, 1.178, -0.408, -0.391, 0.344, -0.539, 0.0, 0.0]",2,-1.5,"[0.033, 1.17, -0.432, -0.378, 0.318, -0.542, 0.0, 0.0]",False
"[0.032, 1.169, -1.432, -1.378, 0.317, -1.541, 0.0, 0.0]",2,-1.6,"[0.027, 1.161, -1.458, -1.355, 0.29, -1.542, 0.0, 0.0]",False
"[0.038, 1.179, -1.417, -1.394, 0.345, -1.538, 0.0, 0.0]",2,-1.6,"[0.033, 1.17, -1.441, -1.381, 0.318, -1.54, 0.0, 0.0]",False
"[0.032, 1.169, -0.432, -0.378, 0.317, -0.541, 0.0, 0.0]",2,-1.6,"[0.028, 1.162, -0.458, -0.355, 0.291, -0.543, 0.0, 0.0]",False
"[0.037, 1.178, -1.408, -1.391, 0.344, -1.539, 0.0, 0.0]",1,-1.7,"[0.032, 1.169, -1.432, -1.378, 0.317, -1.541, 0.0, 0.0]",False
"[0.042, 1.188, -1.385, -1.397, 0.372, -1.525, 0.0, 0.0]",2,-1.7,"[0.038, 1.179, -1.417, -1.394, 0.345, -1.538, 0.0, 0.0]",False
"[0.027, 1.161, -0.458, -0.355, 0.29, -0.542, 0.0, 0.0]",2,-1.7,"[0.022, 1.154, -0.496, -0.334, 0.264, -0.558, 0.0, 0.0]",False
"[0.041, 1.187, -1.376, -1.394, 0.371, -1.526, 0.0, 0.0]",2,-1.8,"[0.037, 1.178, -1.408, -1.391, 0.344, -1.539, 0.0, 0.0]",False
"[0.046, 1.197, -1.351, -1.402, 0.398, -1.512, 0.0, 0.0]",2,-1.8,"[0.042, 1.188, -1.385, -1.397, 0.372, -1.525, 0.0, 0.0]",False
"[0.022, 1.153, -0.496, -0.334, 0.262, -0.558, 0.0, 0.0]",2,-1.8,"[0.018, 1.147, -0.528, -0.321, 0.235, -0.574, 0.0, 0.0]",False
"[0.045, 1.196, -1.342, -1.399, 0.397, -1.514, 0.0, 0.0]",2,-1.9,"[0.041, 1.187, -1.376, -1.394, 0.371, -1.526, 0.0, 0.0]",False
"[0.049, 1.205, -1.319, -1.424, 0.423, -1.524, 0.0, 0.0]",1,-1.9,"[0.046, 1.197, -1.351, -1.402, 0.398, -1.512, 0.0, 0.0]",False
"[0.016, 1.146, -0.528, -0.321, 0.233, -0.573, 0.0, 0.0]",2,-1.9,"[0.012, 1.141, -0.564, -0.285, 0.204, -0.587, 0.0, 0.0]",False
"[-1.006, 0.695, -1.055, 0.795, -1.182, 0.572, -1.537, 0.354]",2,-1.9,"[-1.008, 0.685, -1.047, 0.812, -1.206, 0.544, -1.583, 0.32]",False
"[0.049, 1.205, -1.319, -1.424, 0.423, -1.524, 0.0, 0.0]",2,-2.0,"[0.045, 1.196, -1.342, -1.399, 0.397, -1.514, 0.0, 0.0]",False
"[0.052, 1.215, -1.277, -1.448, 0.449, -1.519, 0.0, 0.0]",2,-2.0,"[0.049, 1.205, -1.319, -1.424, 0.423, -1.524, 0.0, 0.0]",False
"[0.049, 1.205, -1.319, -1.424, 0.423, -1.524, 0.0, 0.0]",2,-2.0,"[0.045, 1.196, -1.342, -1.399, 0.397, -1.514, 0.0, 0.0]",False
"[0.045, 1.196, -1.342, -1.399, 0.397, -1.514, 0.0, 0.0]",2,-2.0,"[0.041, 1.187, -1.376, -1.394, 0.371, -1.526, 0.0, 0.0]",False
"[0.041, 1.187, -1.376, -1.394, 0.371, -1.526, 0.0, 0.0]",1,-2.0,"[0.037, 1.178, -1.408, -1.391, 0.344, -1.539, 0.0, 0.0]",False
"[0.037, 1.178, -1.408, -1.391, 0.344, -1.539, 0.0, 0.0]",2,-2.0,"[0.032, 1.169, -1.432, -1.378, 0.317, -1.541, 0.0, 0.0]",False
"[0.032, 1.169, -1.432, -1.378, 0.317, -1.541, 0.0, 0.0]",2,-2.0,"[0.027, 1.161, -1.458, -1.355, 0.29, -1.542, 0.0, 0.0]",False
"[0.027, 1.161, -1.458, -1.355, 0.29, -1.542, 0.0, 0.0]",2,-2.0,"[0.022, 1.153, -1.496, -1.334, 0.262, -1.558, 0.0, 0.0]",False
"[0.022, 1.153, -1.496, -1.334, 0.262, -1.558, 0.0, 0.0]",2,-2.0,"[0.016, 1.146, -1.528, -1.321, 0.233, -1.573, 0.0, 0.0]",False
"[0.016, 1.146, -1.528, -1.321, 0.233, -1.573, 0.0, 0.0]",2,-2.0,"[0.011, 1.14, -1.564, -1.285, 0.204, -1.587, 0.0, 0.0]",False
"[0.011, 1.14, -1.564, -1.285, 0.204, -1.587, 0.0, 0.0]",2,-2.0,"[0.004, 1.134, -1.592, -1.252, 0.174, -1.595, 0.0, 0.0]",False
"[0.011, 1.14, -0.564, -0.285, 0.204, -0.587, 0.0, 0.0]",1,-2.0,"[0.007, 1.135, -0.592, -0.252, 0.175, -0.596, 0.0, 0.0]",False
"[-1.004, 0.705, -1.063, 0.778, -1.158, 0.6, -1.491, 0.388]",2,-2.0,"[-1.006, 0.695, -1.055, 0.795, -1.182, 0.572, -1.537, 0.354]",False
"[0.052, 1.215, -1.277, -1.448, 0.449, -1.519, 0.0, 0.0]",3,-2.1,"[0.049, 1.205, -1.319, -1.424, 0.423, -1.524, 0.0, 0.0]",False
"[0.055, 1.225, -1.288, -1.425, 0.475, -1.467, 0.0, 0.0]",3,-2.1,"[0.052, 1.215, -1.277, -1.448, 0.449, -1.519, 0.0, 0.0]",False
"[0.052, 1.215, -1.277, -1.448, 0.449, -1.519, 0.0, 0.0]",3,-2.1,"[0.049, 1.205, -1.319, -1.424, 0.423, -1.524, 0.0, 0.0]",False
"[0.001, 1.13, -1.011, -1.112, 0.112, -1.023, 0.0, 0.0]",3,-2.1,"[-1.006, 1.12, -1.034, -1.135, 0.086, -1.035, 0.0, 0.0]",False
"[-1.006, 1.12, -1.034, -1.135, 0.086, -1.035, 0.0, 0.0]",2,-2.1,"[-1.012, 1.111, -1.058, -1.159, 0.06, -1.042, 0.0, 0.0]",False
"[-1.012, 1.111, -1.058, -1.159, 0.06, -1.042, 0.0, 0.0]",2,-2.1,"[-1.019, 1.103, -1.083, -1.184, 0.034, -1.049, 0.0, 0.0]",False
"[-1.019, 1.103, -1.083, -1.184, 0.034, -1.049, 0.0, 0.0]",2,-2.1,"[-1.026, 1.094, -1.109, -1.209, 0.008, -1.056, 0.0, 0.0]",False
"[-1.026, 1.094, -1.109, -1.209, 0.008, -1.056, 0.0, 0.0]",2,-2.1,"[-1.033, 1.086, -1.136, -1.235, -1.018, -1.063, 0.0, 0.0]",False
"[0.058, 1.235, -1.25, -1.25, 0.5, -4.67, 0.0, 0.0]",3,-2.1,"[0.055, 1.225, -1.26, -1.24, 0.48, -4.72, 0.0, 0.0]",False
"[0.004, 1.134, -0.592, -0.252, 0.174, -0.595, 0.0, 0.0]",2,-2.1,"[-0.001, 1.129, -0.6, -0.226, 0.145, -0.589, 0.0, 0.0]",False
"[-1.002, 0.715, -1.071, 0.761, -1.134, 0.628, -1.445, 0.422]",2,-2.1,"[-1.004, 0.705, -1.063, 0.778, -1.158, 0.6, -1.491, 0.388]",False
"[-1.0, 0.725, -1.079, 0.744, -1.11, 0.656, -1.399, 0.456]",2,-2.2,"[-1.002, 0.715, -1.071, 0.761, -1.134, 0.628, -1.445, 0.422]",False
"[0.094, 1.232, -1.223, -1.472, 0.518, -1.457, 0.0, 0.0]",2,-1.2,"[0.091, 1.222, -1.264, -1.466, 0.495, -1.468, 0.0, 0.0]",False
"[0.039, 1.119, -1.532, -1.352, 0.24, -1.443, 0.0, 0.0]",2,-1.2,"[0.033, 1.111, -1.549, -1.35, 0.217, -1.449, 0.0, 0.0]",False
"[0.091, 1.222, -1.264, -1.466, 0.495, -1.468, 0.0, 0.0]",1,-1.3,"[0.087, 1.211, -1.307, -1.454, 0.471, -1.478, 0.0, 0.0]",False
"[0.045, 1.127, -1.518, -1.359, 0.262, -1.442, 0.0, 0.0]",2,-1.3,"[0.039, 1.119, -1.532, -1.352, 0.24, -1.443, 0.0, 0.0]",False
"[0.087, 1.211, -1.307, -1.454, 0.471, -1.478, 0.0, 0.0]",3,-1.4,"[0.084, 1.202, -1.359, -1.42, 0.447, -1.483, 0.0, 0.0]",False
"[0.05, 1.135, -1.517, -1.366, 0.284, -1.455, 0.0, 0.0]",3,-1.4,"[0.045, 1.127, -1.518, -1.359, 0.262, -1.442, 0.0, 0.0]",False
"[0.084, 1.202, -1.359, -1.42, 0.447, -1.483, 0.0, 0.0]",0,-1.5,"[0.08, 1.191, -1.367, -1.45, 0.425, -1.445, 0.0, 0.0]",False
"[0.039, 1.133, -1.533, -1.349, 0.32, -1.473, 0.0, 0.0]",2,-1.5,"[0.033, 1.122, -1.544, -1.342, 0.298, -1.46, 0.0, 0.0]",False
"[0.055, 1.143, -1.507, -1.397, 0.307, -1.472, 0.0, 0.0]",2,-1.5,"[0.05, 1.135, -1.517, -1.366, 0.284, -1.455, 0.0, 0.0]",False
"[0.08, 1.191, -1.367, -1.45, 0.425, -1.445, 0.0, 0.0]",2,-1.6,"[0.076, 1.181, -1.4, -1.449, 0.402, -1.458, 0.0, 0.0]",False
"[0.051, 1.155, -1.497, -1.385, 0.364, -1.482, 0.0, 0.0]",2,-1.6,"[0.045, 1.144, -1.518, -1.361, 0.342, -1.475, 0.0, 0.0]",False
"[0.045, 1.144, -1.518, -1.361, 0.342, -1.475, 0.0, 0.0]",2,-1.6,"[0.039, 1.133, -1.533, -1.349, 0.32, -1.473, 0.0, 0.0]",False
"[0.061, 1.152, -1.492, -1.405, 0.331, -1.474, 0.0, 0.0]",2,-1.6,"[0.055, 1.143, -1.507, -1.397, 0.307, -1.472, 0.0, 0.0]",False
"[0.076, 1.181, -1.4, -1.449, 0.402, -1.458, 0.0, 0.0]",2,-1.7,"[0.071, 1.171, -1.443, -1.427, 0.378, -1.469, 0.0, 0.0]",False
"[0.063, 1.177, -1.426, -1.405, 0.408, -1.459, 0.0, 0.0]",2,-1.7,"[0.057, 1.166, -1.469, -1.383, 0.386, -1.47, 0.0, 0.0]",False
"[0.057, 1.166, -1.469, -1.383, 0.386, -1.47, 0.0, 0.0]",2,-1.7,"[0.051, 1.155, -1.497, -1.385, 0.364, -1.482, 0.0, 0.0]",False
"[0.066, 1.162, -1.471, -1.429, 0.354, -1.481, 0.0, 0.0]",1,-1.7,"[0.061, 1.152, -1.492, -1.405, 0.331, -1.474, 0.0, 0.0]",False
"[0.071, 1.171, -1.443, -1.427, 0.378, -1.469, 0.0, 0.0]",2,-1.8,"[0.066, 1.162, -1.471, -1.429, 0.354, -1.481, 0.0, 0.0]",False
"[0.069, 1.188, -1.383, -1.406, 0.43, -1.446, 0.0, 0.0]",2,-1.8,"[0.063, 1.177, -1.426, -1.405, 0.408, -1.459, 0.0, 0.0]",False
"[0.071, 1.171, -1.443, -1.427, 0.378, -1.469, 0.0, 0.0]",2,-1.8,"[0.066, 1.162, -1.471, -1.429, 0.354, -1.481, 0.0, 0.0]",False
"[0.066, 1.162, -1.471, -1.429, 0.354, -1.481, 0.0, 0.0]",2,-1.9,"[0.061, 1.152, -1.492, -1.405, 0.331, -1.474, 0.0, 0.0]",False
"[0.081, 1.21, -1.298, -1.454, 0.474, -1.479, 0.0, 0.0]",2,-1.9,"[0.074, 1.199, -1.341, -1.42, 0.452, -1.484, 0.0, 0.0]",False
"[0.076, 1.181, -1.4, -1.449, 0.402, -1.458, 0.0, 0.0]",3,-1.9,"[0.071, 1.171, -1.423, -1.437, 0.378, -1.469, 0.0, 0.0]",False
"[0.061, 1.152, -1.492, -1.405, 0.331, -1.474, 0.0, 0.0]",2,-2.0,"[0.055, 1.143, -1.507, -1.397, 0.307, -1.472, 0.0, 0.0]",False
"[0.084, 1.202, -1.359, -1.42, 0.447, -1.483, 0.0, 0.0]",2,-2.0,"[0.08, 1.191, -1.392, -1.429, 0.425, -1.474, 0.0, 0.0]",False
"[0.094, 1.232, -1.223, -1.472, 0.518, -1.457, 0.0, 0.0]",1,-2.1,"[0.092, 1.225, -1.254, -1.461, 0.498, -1.465, 0.0, 0.0]",False
"[0.055, 1.143, -1.507, -1.397, 0.307, -1.472, 0.0, 0.0]",2,-2.1,"[0.05, 1.135, -1.517, -1.366, 0.284, -1.455, 0.0, 0.0]",False
"[0.094, 1.232, -1.223, -1.472, 0.518, -1.457, 0.0, 0.0]",1,-2.1,"[0.088, 1.221, -1.261, -1.466, 0.496, -1.468, 0.0, 0.0]",False
"[0.088, 1.221, -1.261, -1.466, 0.496, -1.468, 0.0, 0.0]",3,-2.1,"[0.081, 1.21, -1.298, -1.454, 0.474, -1.479, 0.0, 0.0]",False
"[0.094, 1.232, -1.223, -1.472, 0.518, -1.457, 0.0, 0.0]",2,-2.1,"[0.091, 1.222, -1.264, -1.466, 0.495, -1.468, 0.0, 0.0]",False
"[0.091, 1.222, -1.264, -1.466, 0.495, -1.468, 0.0, 0.0]",1,-2.1,"[0.087, 1.211, -1.307, -1.454, 0.471, -1.478, 0.0, 0.0]",False
"[0.094, 1.232, -1.223, -1.472, 0.518, -1.457, 0.0, 0.0]",2,-2.1,"[0.091, 1.222, -1.264, -1.466, 0.495, -1.468, 0.0, 0.0]",False
"[0.091, 1.222, -1.264, -1.466, 0.495, -1.468, 0.0, 0.0]",3,-2.1,"[0.088, 1.212, -1.227, -1.454, 0.473, -1.482, 0.0, 0.0]",False
"[0.088, 1.212, -1.227, -1.454, 0.473, -1.482, 0.0, 0.0]",1,-2.1,"[0.084, 1.201, -1.256, -1.483, 0.451, -1.44, 0.0, 0.0]",False
"[0.084, 1.201, -1.256, -1.483, 0.451, -1.44, 0.0, 0.0]",2,-2.1,"[0.08, 1.191, -1.289, -1.481, 0.428, -1.453, 0.0, 0.0]",False
"[0.08, 1.191, -1.289, -1.481, 0.428, -1.453, 0.0, 0.0]",2,-2.1,"[0.075, 1.182, -1.332, -1.459, 0.404, -1.464, 0.0, 0.0]",False
"[0.07, 1.172, -1.375, -1.438, 0.38, -1.451, 0.0, 0.0]",2,-2.1,"[0.065, 1.163, -1.403, -1.44, 0.356, -1.463, 0.0, 0.0]",False
"[0.065, 1.163, -1.403, -1.44, 0.356, -1.463, 0.0, 0.0]",2,-2.1,"[0.06, 1.153, -1.424, -1.416, 0.333, -1.456, 0.0, 0.0]",False
"[0.06, 1.153, -1.424, -1.416, 0.333, -1.456, 0.0, 0.0]",2,-2.1,"[0.054, 1.144, -1.439, -1.408, 0.309, -1.454, 0.0, 0.0]",False
"[0.054, 1.144, -1.439, -1.408, 0.309, -1.454, 0.0, 0.0]",2,-2.1,"[0.049, 1.136, -1.449, -1.377, 0.286, -1.437, 0.0, 0.0]",False
"[0.091, 1.222, -1.264, -1.466, 0.495, -1.468, 0.0, 0.0]",1,-2.15,"[0.087, 1.211, -1.307, -1.454, 0.471, -1.478, 0.0, 0.0]",False
"[0.074, 1.199, -1.341, -1.42, 0.452, -1.484, 0.0, 0.0]",0,-2.2,"[0.069, 1.188, -1.383, -1.406, 0.43, -1.446, 0.0, 0.0]",False
"[0.087, 1.211, -1.307, -1.454, 0.471, -1.478, 0.0, 0.0]",3,-2.2,"[0.084, 1.202, -1.359, -1.42, 0.447, -1.483, 0.0, 0.0]",False
"[0.084, 1.202, -1.359, -1.42, 0.447, -1.483, 0.0, 0.0]",0,-2.25,"[0.08, 1.191, -1.367, -1.45, 0.425, -1.445, 0.0, 0.0]",False
"[0.091, 1.222, -1.264, -1.466, 0.495, -1.468, 0.0, 0.0]",3,-2.3,"[0.088, 1.213, -1.295, -1.452, 0.512, -1.478, 0.0, 0.0]",False
"[0.08, 1.191, -1.367, -1.45, 0.425, -1.445, 0.0, 0.0]",2,-2.3,"[0.076, 1.181, -1.4, -1.449, 0.402, -1.458, 0.0, 0.0]",False
"[0.075, 1.182, -1.332, -1.459, 0.404, -1.464, 0.0, 0.0]",0,-2.3,"[0.07, 1.172, -1.375, -1.438, 0.38, -1.451, 0.0, 0.0]",False
"[0.076, 1.181, -1.4, -1.449, 0.402, -1.458, 0.0, 0.0]",2,-2.35,"[0.071, 1.171, -1.443, -1.427, 0.378, -1.469, 0.0, 0.0]",False
"[0.071, 1.171, -1.443, -1.427, 0.378, -1.469, 0.0, 0.0]",1,-2.4,"[0.066, 1.162, -1.471, -1.429, 0.354, -1.481, 0.0, 0.0]",False
"[0.066, 1.162, -1.471, -1.429, 0.354, -1.481, 0.0, 0.0]",3,-2.45,"[0.061, 1.152, -1.492, -1.405, 0.331, -1.474, 0.0, 0.0]",False
"[1.8, -1.2, -1.0, -1.1, 0.15, 0.1, 1.0, 1.0]",3,8.7,"[1.82, -1.22, -1.05, -1.13, 0.16, 0.08, 1.0, 1.0]",False
"[1.012, -3.456, -1.234, 0.456, 2.345, -1.012, 1.0, 0.0]",2,5.7,"[1.015, -3.46, -1.256, 0.444, 2.312, -1.045, 1.0, 0.0]",False
"[0.2, -1.5, 0.1, -2.0, -1.5, -2.0, 1.0, 1.0]",3,2.1,"[0.18, -1.52, 0.12, -2.02, -1.55, -2.05, 1.0, 1.0]",False
"[0.5, -1.8, -2.1, -1.2, 12.0, 1.2, 1.0, 1.0]",0,1.2,"[0.51, -1.79, -2.09, -1.08, 12.0, 1.1, 1.0, 1.0]",False
"[0.4, -1.7, -1.8, -1.4, -5.0, -1.8, 1.0, 1.0]",2,0.8,"[0.39, -1.69, -1.76, -1.29, -5.1, -1.85, 1.0, 1.0]",False
"[-1.41, -3.75, -1.48, -1.56, -1.6, 0.3, 1.0, 1.0]",0,-1.0,"[-1.44, -3.8, -1.42, -1.53, -1.6, 0.25, 1.0, 1.0]",False
"[-1.267, 0.523, 0.156, -1.389, 0.112, 0.289, 1.0, 1.0]",1,-1.03,"[-1.301, 0.478, 0.189, -1.322, 0.098, 0.256, 1.0, 0.0]",False
"[-1.301, 0.478, 0.189, -1.322, 0.098, 0.256, 1.0, 0.0]",3,-1.03,"[-1.305, 0.432, 0.178, -1.255, 0.112, 0.223, 1.0, 1.0]",False
"[-1.338, 0.389, 0.211, -1.188, 0.135, 0.278, 1.0, 0.0]",3,-1.03,"[-1.342, 0.345, 0.2, -1.121, 0.149, 0.245, 1.0, 1.0]",False
"[-1.342, 0.345, 0.2, -1.121, 0.149, 0.245, 1.0, 1.0]",1,-1.03,"[-1.376, 0.301, 0.233, -1.054, 0.135, 0.212, 1.0, 0.0]",False
"[-1.376, 0.301, 0.233, -1.054, 0.135, 0.212, 1.0, 0.0]",3,-1.03,"[-1.379, 0.256, 0.222, -1.023, 0.149, 0.189, 1.0, 1.0]",False
"[-1.412, 0.212, 0.255, -1.002, 0.172, 0.244, 1.0, 0.0]",3,-1.03,"[-1.415, 0.167, 0.244, -1.045, 0.186, 0.211, 1.0, 1.0]",False
"[-1.23, -3.45, -1.95, -1.75, 0.12, 0.35, 1.0, 0.0]",3,-1.03,"[-1.26, -3.5, -1.88, -1.72, 0.08, 0.28, 1.0, 1.0]",False
"[-1.26, -3.5, -1.88, -1.72, 0.08, 0.28, 1.0, 1.0]",3,-1.03,"[-1.29, -3.55, -1.82, -1.69, 0.05, 0.22, 1.0, 1.0]",False
"[-1.35, -3.65, -1.62, -1.62, -1.0, 0.4, 1.0, 1.0]",3,-1.03,"[-1.38, -3.7, -1.55, -1.59, -1.3, 0.35, 1.0, 1.0]",False
"[-1.38, -3.7, -1.55, -1.59, -1.3, 0.35, 1.0, 1.0]",3,-1.03,"[-1.41, -3.75, -1.48, -1.56, -1.6, 0.3, 1.0, 1.0]",False
"[-1.44, -3.8, -1.42, -1.53, -1.6, 0.25, 1.0, 1.0]",3,-1.03,"[-1.47, -3.85, -1.35, -1.5, -1.9, 0.2, 1.0, 1.0]",False
"[-1.234, 0.567, 0.123, -1.456, 0.089, 0.234, 1.0, 0.0]",2,-1.3,"[-1.267, 0.523, 0.156, -1.389, 0.112, 0.289, 1.0, 1.0]",False
"[-1.305, 0.432, 0.178, -1.255, 0.112, 0.223, 1.0, 1.0]",2,-1.3,"[-1.338, 0.389, 0.211, -1.188, 0.135, 0.278, 1.0, 0.0]",False
